Verkäufe,Gewicht,Fettgehalt,Visibilität,Typ,Max_Preis,Ladengrösse
1254.3672,8.275,Low Fat,0.110913601,Household,106.3306,Supermarket Type1
2954.1546,NA,Low Fat,0.121635591,Fruits and Vegetables,175.4738,Supermarket Type3
4442.2176,8.27,Regular,0.128449055,Soft Drinks,186.5924,Supermarket Type2
976.7286,7.905,Low Fat,0.055098434,Frozen Foods,109.2254,Supermarket Type1
3123.9336,16.2,Low Fat,0,Health and Hygiene,182.1608,Supermarket Type1
256.9988,NA,LF,0,Fruits and Vegetables,258.3988,Grocery Store
4587.362,13.6,Low Fat,0.010013429,Household,176.437,Supermarket Type1
1593.9252,9.395,Low Fat,0.040187877,Others,85.6908,Supermarket Type1
242.3512,7.35,reg,0.024044279000000002,Fruits and Vegetables,241.0512,Grocery Store
292.952,15.35,Low Fat,0.014007727,Frozen Foods,38.319,Supermarket Type1
629.181,14.5,Regular,0.041214746,Canned,42.0454,Supermarket Type1
1030.6584,12.6,Regular,0.031663212,Baking Goods,173.2764,Supermarket Type2
1015.345,10.8,Regular,0,Baking Goods,39.3138,Supermarket Type1
3332.329,18.85,Low Fat,0.042716162,Canned,257.833,Supermarket Type1
2277.036,12.15,Low Fat,0.06479182,Others,254.004,Supermarket Type1
1800.3232,11.6,Regular,0.009761175,Snack Foods,226.9404,Supermarket Type1
1845.5976,15.3,Low Fat,0.02295878,Household,101.6332,Supermarket Type1
3579.3408,20.35,Regular,0.030927632,Dairy,256.8672,Supermarket Type1
307.5996,14.5,Low Fat,0.103752817,Dairy,155.1998,Grocery Store
1737.738,6.89,Regular,0.136428395,Snack Foods,193.982,Supermarket Type1
108.5254,14.6,Regular,0.071904258,Fruits and Vegetables,106.8254,Grocery Store
745.696,16.85,reg,0.026627857,Canned,93.712,Supermarket Type2
1378.206,8.93,Low Fat,0.028393624,Dairy,153.434,Supermarket Type1
3010.7476,8.31,Regular,0.116331694,Snack Foods,176.9028,Supermarket Type1
524.6504,19,Low Fat,0.112893408,Snack Foods,131.0626,Grocery Store
1547.985,NA,Regular,0.017937483,Meat,103.499,Supermarket Type3
376.8428,NA,Regular,0.164438907,Frozen Foods,188.4214,Grocery Store
1651.184,5.19,Regular,0.044252621,Meat,102.599,Supermarket Type1
4470.1812,17,Low Fat,0.120060274,Frozen Foods,246.5434,Supermarket Type1
1677.816,11.65,Regular,0.010909704,Meat,110.8544,Supermarket Type1
1970.768,20.25,Low Fat,0.059055045,Household,247.346,Supermarket Type1
874.8612,10,Low Fat,0.149223055,Health and Hygiene,145.8102,Grocery Store
143.8128,NA,Regular,0.084404264,Dairy,49.5376,Grocery Store
2631.2416,11.1,Regular,0.054079556,Fruits and Vegetables,165.9526,Supermarket Type1
1662.5026,11.8,reg,0.057655493,Meat,152.6366,Supermarket Type2
2217.114,9.695,Regular,0.030413777,Snack Foods,221.3114,Supermarket Type2
2846.295,13.65,Low Fat,0.049496899,Fruits and Vegetables,151.505,Supermarket Type1
2669.1922,17.75,Regular,0.029653914,Fruits and Vegetables,140.5838,Supermarket Type1
1258.362,11.3,Low Fat,0.047912071,Household,179.866,Supermarket Type2
3705.177,NA,Low Fat,0.066611321,Snack Foods,178.237,Supermarket Type3
2651.2156,19.35,Low Fat,0.016611475,Frozen Foods,122.0098,Supermarket Type1
587.2356,6.905,Regular,0.03822479,Dairy,99.8726,Supermarket Type1
1846.9292,13.5,Regular,0.129016487,Starchy Foods,98.4068,Supermarket Type1
2013.3792,16.85,Regular,0.080141165,Snack Foods,111.4544,Supermarket Type1
3755.112,20.6,Regular,0.0480335,Fruits and Vegetables,188.2556,Supermarket Type1
575.2512,6.175,Regular,0.179355893,Meat,94.1752,Supermarket Type1
2059.9852,18.5,Regular,0.062510529,Frozen Foods,146.8418,Supermarket Type2
5005.4844,13.35,Low Fat,0.038519399,Snack Foods,236.8564,Supermarket Type1
3387.5904,NA,Low Fat,0.047827139,Household,105.3622,Supermarket Type3
3739.1328,8.115,Regular,0.032208865,Canned,154.9972,Supermarket Type1
303.6048,15.85,Low Fat,0.078874948,Canned,37.4506,Supermarket Type2
223.7088,NA,Regular,0.097275777,Breads,223.9088,Grocery Store
1298.31,16.35,Low Fat,0.020664178,Fruits and Vegetables,50.8324,Supermarket Type1
380.8376,21.35,Low Fat,0.078060605,Fruits and Vegetables,96.0094,Supermarket Type2
4434.228,12.15,Low Fat,0.131714183,Frozen Foods,245.846,Supermarket Type2
2586.633,16.6,Low Fat,0.135944247,Hard Drinks,172.0422,Supermarket Type1
4277.765,11.6,Regular,0.077478931,Frozen Foods,170.3106,Supermarket Type2
1070.6064,20.6,Regular,0.046114018,Snack Foods,178.2344,Supermarket Type1
1001.3632,NA,Regular,0.161030847,Canned,251.2408,Grocery Store
2871.5954,20.1,Regular,0.054455495,Frozen Foods,149.5366,Supermarket Type1
4287.752,13.65,Regular,0,Dairy,186.024,Supermarket Type2
1864.24,13.3,Low Fat,0.080257683,Dairy,232.63,Supermarket Type1
2607.2728,NA,Low Fat,0.059037538,Household,237.7248,Supermarket Type3
4277.765,NA,LF,0.094916347,Soft Drinks,172.3106,Supermarket Type3
155.7972,16.35,Low Fat,0.034393057,Fruits and Vegetables,50.8324,Grocery Store
1222.4088,5.32,Low Fat,0.093261677,Health and Hygiene,100.9674,Supermarket Type2
2766.399,15,Regular,0.16143544,Canned,185.1266,Supermarket Type1
2106.5912,8.27,Regular,0.089479661,Snack Foods,148.6708,Supermarket Type1
4508.1318,NA,Low Fat,0.008722342,Fruits and Vegetables,123.5414,Supermarket Type3
1191.782,13.1,Low Fat,0.020988798,Dairy,117.7782,Supermarket Type1
3085.3172,12.5,Low Fat,0.081260969,Meat,221.7798,Supermarket Type1
649.8208,19.1,Low Fat,0.045308131,Dairy,42.5138,Supermarket Type1
3293.7126,11.3,Low Fat,0.06705851,Household,194.0478,Supermarket Type1
9069.5276,13.65,Low Fat,0.035930784,Snack Foods,184.4924,Supermarket Type1
5672.616,NA,low fat,0.018813776,Health and Hygiene,235.259,Supermarket Type3
2960.1468,NA,Low Fat,0.032099989,Health and Hygiene,164.1526,Supermarket Type3
1557.972,18.85,Regular,0.06823032,Dairy,121.044,Supermarket Type2
447.4176,5.59,Regular,0.056592115,Snack Foods,65.0168,Supermarket Type1
365.5242,18.6,Low Fat,0.012643035,Household,119.8414,Supermarket Type1
126.502,9.31,Low Fat,0.063529046,Frozen Foods,63.751,Grocery Store
1162.4868,6.17,Low Fat,0.010630949,Meat,65.9826,Supermarket Type1
2858.2794,5.175,Regular,0.029490377,Snack Foods,107.6622,Supermarket Type1
185.0924,NA,Low Fat,0.12998368799999999,Household,93.0462,Grocery Store
1695.7926,19.2,Regular,0.094300933,Frozen Foods,187.5214,Supermarket Type2
6056.1168,12.85,Regular,0.152001201,Fruits and Vegetables,252.3382,Supermarket Type1
1488.7288,16.25,Low Fat,0.039113587,Household,116.0176,Supermarket Type1
1310.2944,6.13,Low Fat,0.02848169,Household,110.4912,Supermarket Type1
569.259,12.3,Low Fat,0.05271592,Household,189.653,Supermarket Type2
1041.3112,NA,Low Fat,0.182493512,Health and Hygiene,258.8278,Grocery Store
463.3968,10.1,Low Fat,0.050562853,Health and Hygiene,153.3656,Grocery Store
131.8284,11.15,Low Fat,0.07366703,Others,66.2142,Supermarket Type2
3301.7022,19.35,Low Fat,0.03322326,Meat,172.0738,Supermarket Type2
1808.9786,17.25,Low Fat,0.037396492,Soft Drinks,165.6526,Supermarket Type1
4138.6128,19.85,Low Fat,0.054015429,Seafood,196.3768,Supermarket Type1
1370.2164,9.5,Regular,0.02210346,Meat,194.7452,Supermarket Type1
852.224,9.395,Low Fat,0.099274694,Snack Foods,104.528,Supermarket Type1
1471.418,4.59,Low Fat,0.070721656,Soft Drinks,113.286,Supermarket Type1
2354.2688,5.98,Low Fat,0.043554614,Fruits and Vegetables,148.2418,Supermarket Type1
4374.306,6.46,Regular,0.04923932,Fruits and Vegetables,144.4102,Supermarket Type1
3563.3616,7.02,Low Fat,0.08114883,Fruits and Vegetables,146.8734,Supermarket Type1
3506.7686,8.52,Low Fat,0.027054244,Soft Drinks,151.5682,Supermarket Type1
249.0092,12.6,Regular,0.036773101,Fruits and Vegetables,250.3092,Grocery Store
563.2668,5.94,Regular,0.049163321,Breads,186.4556,Grocery Store
1653.8472,16.25,Low Fat,0.078168739,Canned,91.3804,Supermarket Type1
1113.2176,10.695,Low Fat,0.05337973,Frozen Foods,56.7904,Supermarket Type1
1341.587,5.88,Regular,0.030418998,Frozen Foods,103.099,Supermarket Type1
968.739,9.3,LF,0.111673587,Breads,65.7826,Supermarket Type2
3994.8,19.5,Regular,0.027341529,Canned,158.292,Supermarket Type1
3844.995,5.82,Regular,0.077634044,Fruits and Vegetables,256.433,Supermarket Type2
1182.4608,8.68,Low Fat,0.008835694,Frozen Foods,96.5384,Supermarket Type1
3795.06,15.7,Low Fat,0.055990291,Health and Hygiene,153.2024,Supermarket Type1
2255.7304,NA,Regular,0.00799548,Frozen Foods,78.5618,Supermarket Type3
1448.115,12.8,Low Fat,0.076369874,Fruits and Vegetables,97.241,Supermarket Type2
2535.3664,15.1,Low Fat,0.095351065,Baking Goods,158.6604,Supermarket Type1
1098.57,7.31,Low Fat,0.026783871,Snack Foods,108.157,Supermarket Type1
4166.5764,NA,Low Fat,0.01520491,Snack Foods,197.2084,Supermarket Type3
910.8144,12.35,Low Fat,0.099757833,Fruits and Vegetables,113.9518,Supermarket Type1
2014.7108,16.6,LF,0,Canned,117.3124,Supermarket Type1
6024.1584,14.35,Regular,0.090896452,Frozen Foods,231.2984,Supermarket Type1
1458.102,7.075,Low Fat,0.022602061,Frozen Foods,98.1068,Supermarket Type1
2423.512,18.25,Low Fat,0.044250304,Hard Drinks,174.708,Supermarket Type1
1504.0422,13.1,Low Fat,0.075885921,Dairy,165.1158,Supermarket Type2
1278.336,7.68,Low Fat,0.153177941,Health and Hygiene,85.2224,Supermarket Type2
1767.699,19.7,Regular,0,Baking Goods,197.911,Supermarket Type1
1677.1502,8.52,Low Fat,0.027114238,Soft Drinks,151.9682,Supermarket Type1
280.9676,17.75,Regular,0.049634572,Fruits and Vegetables,140.2838,Grocery Store
3914.904,NA,reg,0,Snack Foods,112.2544,Supermarket Type3
1258.362,5.785,Regular,0.040587146,Snack Foods,180.366,Supermarket Type1
2195.8084,5.945,LF,0.093008616,Household,127.8652,Supermarket Type1
2659.871,18.25,Regular,0.17179432,Dairy,154.663,Supermarket Type1
689.7688,8.68,Low Fat,0.008828341,Frozen Foods,99.9384,Supermarket Type1
2603.278,11.65,LF,0.033858187,Seafood,113.386,Supermarket Type1
282.2992,19.25,reg,0.034841089,Canned,141.1496,Supermarket Type2
769.6648,16.2,Low Fat,0.08425957,Household,192.3162,Grocery Store
4152.5946,13,Regular,0.083444376,Canned,195.8426,Supermarket Type1
1534.0032,17.75,low fat,0.030497325,Dairy,256.9672,Supermarket Type1
3202.498,12.15,Low Fat,0.131179812,Frozen Foods,245.246,Supermarket Type1
353.5398,6.32,Low Fat,0.012737719,Meat,38.5822,Supermarket Type1
1547.985,17.25,Regular,0.159165324,Fruits and Vegetables,63.4194,Supermarket Type1
2277.036,7.72,Low Fat,0.122015744,Fruits and Vegetables,121.744,Supermarket Type2
3475.476,18.85,Regular,0.068091318,Dairy,120.644,Supermarket Type1
2822.992,19.7,Low Fat,0.067314073,Snack Foods,175.137,Supermarket Type1
1216.4166,14.5,Regular,0.041249072,Canned,40.5454,Supermarket Type1
3570.6854,17.7,Low Fat,0.174340475,Fruits and Vegetables,116.6834,Supermarket Type1
3263.0858,15.7,Regular,0.11454343,Canned,113.7202,Supermarket Type1
2716.464,9.695,Low Fat,0.029693277,Snack Foods,159.792,Supermarket Type2
3558.0352,11.8,Regular,0.107057186,Dairy,224.1772,Supermarket Type1
555.2772,NA,Low Fat,0.009921107,Baking Goods,183.6924,Grocery Store
7100.757,NA,Low Fat,0.031583053,Household,260.991,Supermarket Type3
2664.5316,15.2,Low Fat,0.097043739,Health and Hygiene,116.8492,Supermarket Type1
1724.422,8.77,reg,0.046762633,Fruits and Vegetables,170.8422,Supermarket Type1
1308.297,19.7,Low Fat,0.064909488,Canned,88.5198,Supermarket Type1
4740.496,10.5,LF,0.011305479,Household,235.5248,Supermarket Type1
433.4358,15.1,Regular,0,Fruits and Vegetables,146.2786,Grocery Store
2388.8904000000002,5.405,Regular,0.053576661,Canned,200.5742,Supermarket Type1
1868.2348,20.35,Regular,0.150947728,Meat,81.0276,Supermarket Type1
449.415,NA,low fat,0.10818157,Dairy,149.605,Grocery Store
4459.5284,5.785,Regular,0.038749536,Fruits and Vegetables,262.0252,Supermarket Type1
370.1848,11.8,Low Fat,0.113790879,Soft Drinks,185.3924,Supermarket Type2
1516.0266,NA,Low Fat,0.065313024,Frozen Foods,47.1402,Supermarket Type3
253.004,12.5,Low Fat,0,Starchy Foods,127.102,Supermarket Type1
1025.9978,6.11,Regular,0.152813518,Soft Drinks,45.6086,Supermarket Type1
592.562,7.105,Low Fat,0.044771473,Household,58.2562,Supermarket Type1
675.1212,8.5,Low Fat,0.098083231,Canned,50.3324,Supermarket Type1
1970.768,16.7,Regular,0.06121901,Baking Goods,100.0384,Supermarket Type1
2950.1598,17.1,Regular,0.047073322,Canned,138.6838,Supermarket Type1
568.5932,8.325,Low Fat,0.029953314,Fruits and Vegetables,39.5138,Supermarket Type1
1255.6988,15.85,Low Fat,0,Snack Foods,55.1956,Supermarket Type1
153.134,NA,Low Fat,0.040520754,Others,153.934,Grocery Store
1917.504,NA,Low Fat,0.052554508,Snack Foods,190.3504,Supermarket Type3
5834.4054,12.15,Low Fat,0.018514652,Frozen Foods,252.7698,Supermarket Type1
493.3578,15.85,Low Fat,0.07871426,Canned,37.2506,Supermarket Type1
1860.2452,17.1,Low Fat,0.054197299,Breads,83.5566,Supermarket Type1
2433.499,15.5,Low Fat,0.103442268,Snack Foods,144.847,Supermarket Type1
3251.1014,14.15,LF,0.095360186,Soft Drinks,172.3106,Supermarket Type1
4454.202,NA,low fat,0.053031857,Canned,149.1734,Supermarket Type3
2841.6344,6.865,Low Fat,0.013990601,Soft Drinks,127.6652,Supermarket Type1
6385.022,16.5,Regular,0.066237024,Breakfast,183.1292,Supermarket Type1
2376.906,14.5,Low Fat,0.089761211,Health and Hygiene,159.4604,Supermarket Type1
1677.816,19.35,Regular,0.01863822,Snack Foods,110.2544,Supermarket Type2
1937.478,8.51,Low Fat,0.016176344,Household,192.1478,Supermarket Type2
296.9468,6.65,Low Fat,0.089196394,Canned,147.0734,Grocery Store
2259.0594,7.39,Low Fat,0.092782895,Household,252.6066,Supermarket Type1
2504.7396,10.895,Low Fat,0.0358031,Fruits and Vegetables,130.3284,Supermarket Type1
2069.3064,8.63,Regular,0.028271345,Canned,170.5422,Supermarket Type1
1701.7848,7.75,Low Fat,0.043238822,Baking Goods,92.5436,Supermarket Type1
710.4086,12.15,Low Fat,0.037955309,Meat,62.8826,Supermarket Type1
4502.1396,18.25,Low Fat,0.089186083,Frozen Foods,194.3452,Supermarket Type2
703.0848,19.85,Low Fat,0.044566659,Dairy,88.5856,Supermarket Type1
2138.5496,9.3,Low Fat,0.028638276,Baking Goods,195.8136,Supermarket Type2
2145.2076,NA,Regular,0.057762301,Fruits and Vegetables,237.3564,Supermarket Type3
331.5684,5.98,LF,0.075711199,Hard Drinks,55.6614,Supermarket Type1
412.796,NA,Low Fat,0.027767577,Baking Goods,82.1592,Grocery Store
1165.15,7.02,Low Fat,0.049865399,Dairy,82.925,Supermarket Type1
1324.2762,7.72,Low Fat,0.052061483,Fruits and Vegetables,76.7986,Supermarket Type1
356.8688,5.925,Regular,0.096387053,Dairy,45.6086,Supermarket Type1
3600.6464,9.695,Regular,0.128176489,Baking Goods,224.8404,Supermarket Type1
243.6828,12.6,Low Fat,0.064110725,Health and Hygiene,122.3414,Supermarket Type1
1821.6288,15.6,Regular,0.035561344,Snack Foods,112.1518,Supermarket Type1
4165.2448,16.7,Regular,0.119647957,Fruits and Vegetables,180.9976,Supermarket Type1
88.5514,18,Regular,0.238831875,Fruits and Vegetables,88.2514,Grocery Store
8789.8916,NA,Regular,0.075676339,Frozen Foods,190.4846,Supermarket Type3
1149.8366,20.85,LF,0.021416681,Fruits and Vegetables,104.6306,Supermarket Type2
3281.0624,NA,Low Fat,0.024766802,Household,151.0392,Supermarket Type3
5742.525,18.7,reg,0.070691729,Frozen Foods,230.201,Supermarket Type1
10306.584,NA,Regular,0.030693309,Canned,228.0352,Supermarket Type3
263.6568,18.85,Low Fat,0.055671582,Baking Goods,133.3284,Supermarket Type1
2237.088,11.65,Low Fat,0.040507228,Fruits and Vegetables,186.924,Supermarket Type1
932.12,16.5,Low Fat,0.035626319,Health and Hygiene,93.112,Supermarket Type1
2184.4898,15.6,Low Fat,0.143688905,Breakfast,128.1994,Supermarket Type2
3139.9128,12.3,Regular,0.106542886,Fruits and Vegetables,173.2396,Supermarket Type1
466.06,NA,Regular,0.208662546,Dairy,231.83,Grocery Store
447.4176,10.65,Low Fat,0.024107056,Fruits and Vegetables,56.6272,Supermarket Type1
2063.98,16.2,Low Fat,0.104058452,Canned,102.499,Supermarket Type1
527.3136,10.5,Regular,0.048403392,Dairy,48.2376,Supermarket Type2
2609.936,NA,Regular,0.026391403,Canned,92.812,Supermarket Type3
2082.6224,7.55,Regular,0.031007381,Fruits and Vegetables,123.4072,Supermarket Type1
2450.144,NA,Low Fat,0.150672399,Canned,104.728,Supermarket Type3
3775.086,13.35,Regular,0.149598628,Snack Foods,179.466,Supermarket Type1
713.7376,16,Low Fat,0.077290355,Fruits and Vegetables,44.5086,Supermarket Type1
202.4032,NA,Regular,0.078758649,Snack Foods,103.0016,Grocery Store
2263.72,16.85,Low Fat,0.036359891,Snack Foods,90.7488,Supermarket Type1
837.5764,8.185,Low Fat,0.046747071,Fruits and Vegetables,49.9692,Supermarket Type1
1635.8706,19.7,Low Fat,0,Hard Drinks,125.9362,Supermarket Type1
5841.0634,10.8,Low Fat,0.041865848,Health and Hygiene,189.7214,Supermarket Type1
1030.6584,12.6,Regular,0.031713126,Baking Goods,172.5764,Supermarket Type1
6275.165,16.7,Low Fat,0.07044068,Dairy,216.885,Supermarket Type2
1870.898,13.1,Low Fat,0.006087409,Frozen Foods,185.0898,Supermarket Type2
3690.5294,14.85,Regular,0.035456465,Fruits and Vegetables,162.2578,Supermarket Type1
296.9468,NA,Low Fat,0.142107998,Fruits and Vegetables,150.3734,Grocery Store
898.83,13,Regular,0.030064132,Canned,58.022,Supermarket Type1
1596.5884,12.1,Low Fat,0.029781363,Soft Drinks,146.9444,Supermarket Type1
6669.3186,11.3,Low Fat,0.056387854,Baking Goods,245.4118,Supermarket Type1
7105.4176,10,Low Fat,0.038653608,Fruits and Vegetables,245.4144,Supermarket Type1
1696.4584,20.6,Low Fat,0.083172413,Baking Goods,121.0756,Supermarket Type1
1384.864,11.5,Regular,0.020565921,Dairy,86.054,Supermarket Type1
1390.1904,11.8,LF,0.008609602,Health and Hygiene,114.8492,Supermarket Type1
176.437,8.895,Low Fat,0.121180705,Breakfast,177.037,Grocery Store
1788.3388,9.3,Low Fat,0.174703862,Snack Foods,104.0964,Supermarket Type1
4587.362,NA,Regular,0.127800388,Frozen Foods,177.037,Supermarket Type3
1034.6532,19.1,Low Fat,0.296713665,Household,171.8422,Grocery Store
761.6752,17.85,Low Fat,0.018125948,Health and Hygiene,94.9094,Supermarket Type1
1418.154,6.445,Low Fat,0.029859711,Baking Goods,94.1436,Supermarket Type1
415.4592,12.65,Low Fat,0.116203156,Meat,53.5324,Grocery Store
3803.0496,13.15,Low Fat,0.09264951,Household,157.8604,Supermarket Type1
365.5242,NA,Low Fat,0.081197035,Breads,121.7414,Grocery Store
767.0016,15,Low Fat,0.049070183,Soft Drinks,61.9168,Supermarket Type1
1669.8264,11.65,Low Fat,0.131394793,Baking Goods,151.9024,Supermarket Type1
151.1366,20.1,Regular,0,Frozen Foods,152.2366,Grocery Store
1922.8304,17.35,Low Fat,0,Baking Goods,102.9016,Supermarket Type1
1713.7692,18.1,Low Fat,0.022526293,Fruits and Vegetables,95.0094,Supermarket Type1
311.5944,8.5,low fat,0.163838951,Canned,51.3324,Grocery Store
1364.89,14.1,Low Fat,0.11349714,Baking Goods,56.1956,Supermarket Type1
2002.7264,11.8,Regular,0.094185483,Snack Foods,126.2704,Supermarket Type1
3691.1952,6.035,low fat,0.14113846,Snack Foods,155.0998,Supermarket Type1
575.917,NA,Low Fat,0.164006137,Snack Foods,113.2834,Grocery Store
170.4448,12.5,Low Fat,0.17314115,Household,168.4448,Grocery Store
820.2656,20.85,Low Fat,0.039555016,Meat,116.8808,Supermarket Type1
4275.7676,14,Regular,0.037580877,Frozen Foods,162.6526,Supermarket Type1
1304.968,17.25,Low Fat,0.035064318,Dairy,92.412,Supermarket Type1
1705.1138,11.5,Low Fat,0.017678008,Health and Hygiene,129.2626,Supermarket Type1
1480.7392,6.675,Low Fat,0.041986639,Snack Foods,93.2462,Supermarket Type1
1338.258,5.8,Low Fat,0.130955811,Dairy,90.3172,Supermarket Type1
6251.862,8.895,Low Fat,0.026492726,Frozen Foods,208.4954,Supermarket Type1
588.5672,7.67,Low Fat,0.185130961,Household,32.9216,Supermarket Type1
319.584,10.895,Low Fat,0.026934673,Frozen Foods,106.128,Supermarket Type1
1491.392,8.21,Low Fat,0,Hard Drinks,148.2392,Supermarket Type1
958.752,8.575,Low Fat,0.023866079,Soft Drinks,107.128,Supermarket Type1
1418.154,7.75,Low Fat,0.043414959,Baking Goods,93.1436,Supermarket Type2
1125.202,NA,Low Fat,0.030554947,Hard Drinks,41.877,Supermarket Type3
9554.23,NA,Low Fat,0.023463124,Soft Drinks,190.6846,Supermarket Type3
2966.139,12.35,Regular,0.033951827,Meat,197.2426,Supermarket Type1
691.1004,17.7,Low Fat,0.174228338,Fruits and Vegetables,117.1834,Supermarket Type1
1829.6184,8.52,Low Fat,0.027169589,Soft Drinks,151.0682,Supermarket Type2
758.3462,18.2,Low Fat,0.1630653,Health and Hygiene,43.3086,Supermarket Type1
223.7088,NA,Low Fat,0.058444176,Soft Drinks,73.0696,Grocery Store
1350.2424,16,Low Fat,0.057049301,Dairy,225.9404,Supermarket Type1
1366.2216,8.63,Regular,0.032960823,Snack Foods,115.0518,Supermarket Type1
406.138,10.8,Regular,0,Baking Goods,40.7138,Supermarket Type1
2109.2544,18.75,Low Fat,0.053025371,Snack Foods,192.5504,Supermarket Type2
2111.9176,5.78,Low Fat,0.096306016,Breads,161.9552,Supermarket Type1
